etat,marque,annee,boite_vitesse,adresse,prix,image_link-src
Venant,Kia,2016,Automatique,Sacré-cœur,11000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe6341fc6723fc9b4b7846bce9d37f97/-/horizon-files-prod/ed/picture/qngpnq0m/25cb67b8f18cbeba02c59e1070ad783dde146903.jpg
D'occasion,Mazda,2012,Automatique,Plateau,2650000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7cce88427a46e036d5b6fe10db553086/-/horizon-files-prod/ed/picture/qq428r6p/1161521532a631e700c4aad7af8a9cb676873b6c.jpg
Venant,Citroen,2017,Manuelle,Hann Bel-Air,6000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/99a07714e26d48377da5715f42b14f25/-/horizon-files-prod/ed/picture/qngp720z/74661c23774c53762390c6e964a2278c1b07bb39.jpg
D'occasion,Audi,2011,Automatique,Liberte 1,5900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7dc340ce864a1292d1b2ac09fcb61926/-/horizon-files-prod/ed/picture/qwepkd9m/ce2c289d6220b89a32ddfb830f6799faa52d4217.jpg
Venant,Alfa Romeo,2018,Automatique,Guediawaye,19000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9dea4a7537858a9d06de43c5fa795837/-/horizon-files-prod/ed/picture/q0g7046e/f7cbb4ac012a04679945dd1f13aad24e765838e0.jpg
D'occasion,Mitsubishi,2014,Manuelle,Colobane,7000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/aa0c029860554e31355ddce921d08c42/-/horizon-files-prod/ed/picture/qq428wek/58b0538747b4cff0c4af9daac9ee84b71df608be.jpg
D'occasion,Kia,2016,Automatique,Sicap Liberté,7700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/add2679458541a1371da90335a4b4a5b/-/horizon-files-prod/ed/picture/q44nqgv8/b135a209906a3b47e518dc01208389a9dbe7333e.jpg
Venant,Kia,2016,Automatique,Sud foire,6800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c264c49d95a8340d2af9995ffa7f203d/-/horizon-files-prod/ed/picture/q0g704ed/8cc9c4a6cb773bfd347944c7ab2946575e23ab9f.jpg
D'occasion,Mazda,2016,Automatique,Médina,6300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/50251e7cf37d1e8d588bcb65ec6f5670/-/horizon-files-prod/ed/picture/qq428re4/b86804c0bd9b469342dbae673ef51a00e09b472a.jpg
D'occasion,Mercedes-Benz,2016,Automatique,Parcelles Assainies,7900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2977f87d1ad203999b4134e884311f15/-/horizon-files-prod/ed/picture/qq428q8v/6eab4a720a04a46cf9dfc01f492837cdf51572b1.jpg
Venant,Ford,2017,Automatique,Parcelles Assainies,8300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cec6c918975d1e6890487cd629c71448/-/horizon-files-prod/ed/picture/q8v5n5zj/208864fde1bfedf63218ae9cf027417b6ff42bf1.jpg
Venant,Toyota,2019,Automatique,Parcelles Assainies,14500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6941a9cb6cdeea834462c0196e3cc7d8/-/horizon-files-prod/ed/picture/q9mjrv58/ef22436416526fe43bc0583154d8c8c32b6393eb.jpg
Venant,Mercedes-Benz,2016,Automatique,VDN,17000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/17addab6ba47843534d80b4c52d28fee/-/horizon-files-prod/ed/picture/q9mj6qmw/4bf39a7c7eb7242c7c7f7dfdce87fd9f4a079678.jpg
D'occasion,Hyundai,2014,Automatique,Mamelles,4000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bcee2b071b47c6441043964289d845ce/-/horizon-files-prod/ed/picture/q2j0n602/0e19a1fab8546ff3cf38bcf58f27987ed97a0ea2.jpg
Réconditionné,Peugeot,2018,Manuelle,Saly Portudal,6880000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5aa45b448b639384e41fcdd3d1066189/-/horizon-files-prod/ed/picture/q9mj6q50/f9d1ef9f9e966a70c50cdba07e46e08695628494.jpg
D'occasion,Mercedes-Benz,2015,Automatique,Patte d‘oie,8500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a41f784e289dddbc39be6ca034cf477/-/horizon-files-prod/ed/picture/qj4q7e6w/a99d59f8ebedd130ba719ad12bfc83fd7b18a918.jpg
Venant,Kia,2016,Automatique,Hlm,10300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/78430df0067490f95ae7c5ab80f6a23f/-/horizon-files-prod/ed/picture/q44nqgz9/ccef04ed32fc40dfe9a768c106b795ffede161c1.jpg
D'occasion,Toyota,2015,Automatique,Plateau,25000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e57802ba5fa52217417661ae7c905a5f/-/horizon-files-prod/ed/picture/qzvp55x8/e57ae701de861367789d08ebb301da91abd9d3f4.jpg
D'occasion,Ford,2011,Automatique,Mermoz,3600000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/499e751e65b378259135f9051a813d8b/-/horizon-files-prod/ed/picture/q78wrz7e/d82ad9edb89bff5ebb0a4ca13ecd2d4edc069647.jpg
D'occasion,BMW,2011,Automatique,Sicap foire,5000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c434484ec89de125f11681f8ed6a7656/-/horizon-files-prod/ed/picture/q2j0nxmd/20637be919fb63e54872457da314ffed16516ba1.jpg
D'occasion,Citroen,2010,Manuelle,Parcelles Assainies,2300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7cecf179cad71e7120e7b4971394bac5/-/horizon-files-prod/ed/picture/qde7jpew/16c0ef0dfb97e0698a4c5a7c57f9e592b379d243.jpg
D'occasion,Toyota,2020,Automatique,Fass,48000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5aec1ffd7f902cbb0c416b4cc6524d8/-/horizon-files-prod/ed/picture/q56d80kr/0f8ae288e1a2d9d0ce79fe882b5e2b8daf61bdf0.jpg
D'occasion,Peugeot,2021,Automatique,Fass,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/be0b5ae8b9a17c655a0d4a19d414927d/-/horizon-files-prod/ed/picture/qzvp590x/fead8ffdc826ca3f11abad6969747346c7c4d8f7.jpg
D'occasion,Kia,2014,Automatique,Pikine,8000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a62ef3008dfd5b425a93746b4e0ffd5/-/horizon-files-prod/ed/picture/q8v4xw76/4d4525e1ee83b0895902e4c91a02fddb19e7011b.jpg
Venant,BMW,2017,Automatique,Sacré-cœur,16900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9fc2736f3ca75eb098592d60f8b16784/-/horizon-files-prod/ed/picture/qxjpev04/552bc435d814fe38be8c7b0418c1305b68262188.jpg
D'occasion,Peugeot,2015,Manuelle,Liberte 6,3500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/69b6f1bd273480e97b377026929e1f24/-/horizon-files-prod/ed/picture/qde7j8r8/8acd8d5dc7133b6d3aa4bbed27533d0319c69f86.jpg
D'occasion,Kia,2021,Automatique,Sicap Sacré-cœur,14000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/796f7e51db92d1c30d026784f3d858aa/-/horizon-files-prod/ed/picture/qkr8ve9n/c56690020dbfd7707848619dd40cbfcf3dfc7763.jpg
Venant,Peugeot,2022,Automatique,Almadies,24000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4710f1d4f4b23fb1ad940dd1945c23d2/-/horizon-files-prod/ed/picture/qrz80xq8/e766ca76997846b5364d9c752c02f3c78519af2c.jpg
D'occasion,Hyundai,2021,Automatique,Ouest foire,12500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a05ad820b33a2103b3043204d5b2f390/-/horizon-files-prod/ed/picture/q0g70rk6/03c058d30fd55fd35256f8e19c705f2f57a1074c.jpg
D'occasion,Citroen,2019,Automatique,Ouest foire,14000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/41239024c4d92da50833aed69e03a800/-/horizon-files-prod/ed/picture/qq4280zj/bb0bd8600aa1509ca7ed0d50548fee84a237389e.jpg
Venant,Mitsubishi,2019,Non spécifié,Cité Damel,11000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a757457ab89a655e8bf0ebdc30a045ec/-/horizon-files-prod/ed/picture/qenvj7v6/7a74d4b6b9dbb8baeb0795c143f9da0c14d71acb.jpg
D'occasion,Hyundai,2012,Automatique,Ouest foire,3500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d2013c260c272eca0db35e458413ae4e/-/horizon-files-prod/ed/picture/qgqwjxp9/f6251d720e6a2fe66c005b7c0a908bab005e9da7.jpg
D'occasion,BMW,2016,Automatique,Ouest foire,12500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/74a1fb2a2d610c29cd1fca83da3ed40d/-/horizon-files-prod/ed/picture/qpdmqv00/df881700854f5a8d76e673dc7fc57ad54796f7fc.jpg
D'occasion,Mazda,2016,Automatique,Ouest foire,1.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f9ed87641205a07c1b1637da98964150/-/horizon-files-prod/ed/picture/qenvj492/07f38d0e80e973fdf0b4727543daf37c8a25eac6.jpg
D'occasion,Ford,2015,Automatique,Ouest foire,4700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d71f356d568d572f7f5371756b00dc3c/-/horizon-files-prod/ed/picture/qngpn67e/128425e4fff65e13ba16b7aefebff40e89641c88.jpg
D'occasion,Ford,2013,Automatique,Almadies 2,4500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd6ec67d2c29bb26ea97c7e9cf7bbdcf/-/horizon-files-prod/ed/picture/qenv9gx5/bb397869c27a9909290521168737624f6973cb2b.jpg
Venant,Hyundai,2019,Automatique,Dieuppeul,11500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dcc8d61940a37caa866f53b56eee4cfe/-/horizon-files-prod/ed/picture/qm5g92jq/76bc1536a928958061f666fa773212842af09260.jpg
D'occasion,Hyundai,2013,Non spécifié,Médina,3800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4ef939c9eef069515c47da2f45c22f1e/-/horizon-files-prod/ed/picture/q0g70rn6/45444b0de777f065eef7ecedb815b7157bf30192.jpg
Venant,Peugeot,2016,Manuelle,Cambérène,5800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/14a822f48fca891452dbc15c2e7a4181/-/horizon-files-prod/ed/picture/qwep54kk/859a3b0612ae9c2eb62ab1a15e10eb873149e802.jpg
Venant,BMW,2015,Automatique,Almadies,16000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/35a0324591cfd88291b2688e02a8ca69/-/horizon-files-prod/ed/picture/qwepneq5/b4ad3ca489fde18cf56d0cbe3fa743b64fe0a849.jpg
D'occasion,Peugeot,2013,Manuelle,VDN,3800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/75f8144a77ee88634398cf8c62dde663/-/horizon-files-prod/ed/picture/qwep5m9j/c1dde8d64b1ea6f67115a11446a24e46fd36916e.jpg
Venant,Range Rover,2019,Automatique,Médina,35000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3a10bf4d6e7b47be4fc156c7dbb1116/-/horizon-files-prod/ed/picture/qwep54jk/74d7d274540f8cfa434714cc7d250d558c9171a5.jpg
D'occasion,Hyundai,2015,Automatique,Liberte 6,6800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a5c70ea271ddc8cf199be699a576b4e/-/horizon-files-prod/ed/picture/qrz849kq/ce81ee0968579759633597b7a17862daaa918157.jpg
D'occasion,Hyundai,2014,Automatique,Nord foire,5800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b12ea5a758f0ed98b85c2f14d3201dba/-/horizon-files-prod/ed/picture/q56d8j25/10806631a8c8f79d6e26b715c3aa10dcee8542ad.jpg
D'occasion,Jeep,2016,Automatique,Nord foire,6000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd0f061748c62e86ab8c59647c0e7b50/-/horizon-files-prod/ed/picture/qenvj4mj/6ace6b2a0501888570e55cae1da0312bb57215d8.jpg
Venant,Ford,2019,Automatique,Médina,4950000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/265f0a1ff207995838eae90734005f18/-/horizon-files-prod/ed/picture/qj4q700z/4cbf831de588fd2471713badf3c8431c3a1f2055.jpg
D'occasion,Peugeot,2015,Manuelle,Ouest foire,5300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/85e18b3e6505a5c0bd17694700cf0cfc/-/horizon-files-prod/ed/picture/q2j0nx4j/fb12d15a32540da8e591ed61fbca9ef3ae50c32d.jpg
D'occasion,Chevrolet,2013,Automatique,Almadies 2,3000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d5d965b6620ae71c3635e9fb4c647ecd/-/horizon-files-prod/ed/picture/qxjperm2/1f64d409a9e1bc08b6468a9e913934f2dd33b18d.jpg
Venant,Hyundai,2015,Automatique,Ouest foire,6800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0c5b5c83865d6a14277d8da1d0c82975/-/horizon-files-prod/ed/picture/qpdmqv4x/794c151ef69c5350a8dd3b11958fca62da0f98b2.jpg
D'occasion,Toyota,2020,Automatique,Ouest foire,16200000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f935ec782aa5c7121514613897cbf723/-/horizon-files-prod/ed/picture/q56d8j06/1b385921f617b0260cb05977f2c24cc88dbfe280.jpg
Venant,BMW,2016,Automatique,Dieuppeul,11950000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/201ede58dee18fd95d8ed559dae3fc16/-/horizon-files-prod/ed/picture/q78wr2zj/9ab756dcc244f11d13baed90f1df9dff81a5d846.jpg
D'occasion,Dacia,2016,Manuelle,Ouest foire,6800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a3d4d3ec94effabda05081a815ec982/-/horizon-files-prod/ed/picture/qgqwjxee/8f36e68f0a3c6b4baa6542250360c5132083d30d.jpg
D'occasion,BMW,2016,Automatique,Plateau,11000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bda94946fa3fbd50322fd988673e108a/-/horizon-files-prod/ed/picture/qgqwjxxe/b6765bf0b48e654d704b34e83b0e6d0106f95378.jpg
Neuf,Hyundai,2017,Automatique,Sicap Liberté,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ddcba86194e1d045169c60aa2557bbbc/-/horizon-files-prod/ed/picture/qwep54dj/a12689f19323a70048fd6a3e60fb3ec933485305.jpg
Neuf,Hyundai,2014,Automatique,Parcelles Assainies,4300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f49ea29302ac8ff5e9a6282ae7bf8364/-/horizon-files-prod/ed/picture/qde7jvrj/c69e4e001e78a76884d7d66b3fbcb91279063892.jpg
Neuf,Ford,2017,Automatique,Sud foire,13000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/aa96370f53d8b8faad41e9f6cd45885b/-/horizon-files-prod/ed/picture/qwep580k/ba0528995c56067e66c703710ec2a94fa2062dd1.jpg
Venant,Peugeot,2017,Manuelle,Parcelles Assainies,6500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c841856364d12575280d79400dcd6479/-/horizon-files-prod/ed/picture/qxjper48/88ac846330b0fcfab0d0bf76a78469e29b7545a7.jpg
D'occasion,BMW,2015,Automatique,Almadies 2,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/33485acf897f486d4e921a4e0375afb5/-/horizon-files-prod/ed/picture/qkr8v4mx/d549ab4b4c32b224a38db2f299f4933de67640fe.jpg
D'occasion,Toyota,2017,Automatique,Hann maristes,13500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5c947bbb743aca184cb65753ec02500/-/horizon-files-prod/ed/picture/qkr8v4pw/5e8f3ecaea8947ebf2dbbed442ff2b1ce0810cbe.jpg
Venant,Kia,2017,Automatique,Sicap foire,11500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/18c5908e7afd4ac55b1e7cd4ba02902d/-/horizon-files-prod/ed/picture/q0g70vem/ae095de53c2b146287b61311aec7b63ef4a26657.jpg
Venant,Toyota,2017,Automatique,Sicap foire,10500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/748e47561f46fc05c8da7fa6870a6308/-/horizon-files-prod/ed/picture/q9mj6ed0/e35c89cd7a8eab3547de0af507abac7c55392aaa.jpg
Venant,Hyundai,2017,Automatique,Sicap Liberté,9200000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1eef6461953e68e60f22cf1eb7075dc6/-/horizon-files-prod/ed/picture/q8v4xkxx/1441dbdf17ae390c93cfe4816e07631f18afd13b.jpg
D'occasion,Peugeot,2020,Automatique,Liberte 6,10800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/be7a8b129f30b0d1d85e37de0be90742/-/horizon-files-prod/ed/picture/qgqwjnj2/f8e71ab411cf72ba453146b841a812d3c4c9c4c5.jpg
Venant,Ford,2015,Automatique,Mermoz,6200000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d7398d40a61534168287a50b176e512/-/horizon-files-prod/ed/picture/q56d8g25/b8c6491bed6be6a0fad7a4a3655dbfe5c9d76acf.jpg
D'occasion,Peugeot,2016,Automatique,VDN,7800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b146cf0f80f4b3018771e0827f1f3c89/-/horizon-files-prod/ed/picture/q78wm6xx/53f4936bcd9527365289267f39df735b04799c45.jpg
D'occasion,Renault,2015,Manuelle,Sicap Sacré-cœur,5000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2a133e86b5bc936db72680d4f7b7c4d/-/horizon-files-prod/ed/picture/q78wreen/920e92d772a3bf20d6544ffd009ff5ebb9c532af.jpg
Venant,Mazda,2016,Automatique,Hlm,8300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca7ee31cc6cc5063c61cb390fc3038b6/-/horizon-files-prod/ed/picture/q56d8kj2/a49b966c3ab266ac20c9080b7df677018278765a.jpg
Neuf,Toyota,2020,Manuelle,Cite Mixta,15500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/85650661256992ee979bc3a2c0de3497/-/horizon-files-prod/ed/picture/q0g70qgx/7bdae53156557439ea5505c9e27e6ab247a89051.jpg
D'occasion,Ford,2020,Automatique,Saly Portudal,18000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a9f580efaf94bcd377cc0dcfac7489e/-/horizon-files-prod/ed/picture/qde7j5e0/b12f2532064b80b3b475117812cbc5404e64b8a0.jpg
D'occasion,Toyota,2020,Manuelle,Fass,15500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fdaa6f729ca6b6fe40c26d90c752c1aa/-/horizon-files-prod/ed/picture/qzvp574x/9522798abdf2dfaf028678571e297fd01027ef7c.jpg
Venant,BMW,2015,Automatique,Hlm,8000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/970c97f2fcc0d0feb40fdc5e21038061/-/horizon-files-prod/ed/picture/qgqw4nee/339a1a314552598fd79eb8badd938b912276980b.jpg
Venant,Citroen,2018,Manuelle,Hlm,6000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/30ad479361bf8aeaacb18fa989e56d16/-/horizon-files-prod/ed/picture/q8v4vjn4/512fd71c091b8afc9663064263344baa03895d56.jpg
D'occasion,Ford,2014,Automatique,VDN,4700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fde5a705ef465b1b871ceaeffb527909/-/horizon-files-prod/ed/picture/qrz84g65/f35a64acd8d16b16e9ff88f2a4916659d710dbc0.jpg
D'occasion,Kia,2013,Automatique,VDN,3800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2e76f4bfdf3f5db528e15b6760ffc9a/-/horizon-files-prod/ed/picture/qpdmqxn4/696d3abd984c4ccef5d87ef6872de5b47451f9c3.jpg
D'occasion,Nissan,2019,Automatique,Golf,7500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8c48b936ce6f18f1c745fdfb9bb041e6/-/horizon-files-prod/ed/picture/q44nqdz2/0a950d05d15b3dc81799af5829bcc54267d4d9e0.jpg
D'occasion,Ford,2014,Automatique,Fenêtre mermoz,4900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/619a13311ee423e0d2dd4b22321fc0d3/-/horizon-files-prod/ed/picture/qq428mgj/76a8766b8ddb06164ee16f177f9c05d1eeef7ae4.jpg
D'occasion,Mitsubishi,2015,Automatique,Sicap Sacré-cœur,8000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b36de35632e638483e46f49e26af0429/-/horizon-files-prod/ed/picture/q8v4xjxj/8951bb88ac95697911824337058c45d2a994a2d3.jpg
Neuf,Toyota,2020,Automatique,Gueule-Tapée,16000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc710ff86705ae08f3013a6189df5c41/-/horizon-files-prod/ed/picture/qxjpe5nj/5daf43787e7d1d7d6492f7c7134ce7a2a525ce0c.jpg
D'occasion,Ford,2017,Automatique,Ngor,3000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/06e6c34fcaf6ac9f9ade46a22ccf018f/-/horizon-files-prod/ed/picture/qde7nx2j/41f5ca3ca8b6ccf3ed4981f52fe7891f93b3b96a.jpg
Venant,Peugeot,2016,Automatique,Keur Massar,5800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/875a31f6e37845a04f6a112d9d8e6255/-/horizon-files-prod/ed/picture/qxjpzwpv/17aa7e3ac212b9d35beeee80ba11d2fef63b50c3.jpg
Venant,Kia,2016,Automatique,Fass,9500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/971c51e0f2ed746b1902cb027a608cff/-/horizon-files-prod/ed/picture/q0g70q4k/fda9f6cb3ec1de1e7af1050c7c03eeca979fe912.jpg
D'occasion,Opel,2016,Automatique,Mbour,6600000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1132706d79794cbe6766672cd0f0ec69/-/horizon-files-prod/ed/picture/qrz84gw4/6f819342d9418cd3fd6abdc625d2630465fbb8f2.jpg
Venant,BMW,2018,Automatique,Liberte 6,13500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f31675929ec1f61eb8628f87b7b1b75/-/horizon-files-prod/ed/picture/q2j0nzwg/f0e9ff6cc18373fd42d6ca8ae3ef11bd30dcc095.jpg
Neuf,Mercedes-Benz,2017,Automatique,Cité Damel,14800000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5394eb0dbb1ff4ed4a6cb9f49d292dd4/-/horizon-files-prod/ed/picture/q44nqxz4/fdae8a405b01c0774e23c9a46d2bf4ba19655a58.jpg
D'occasion,Hyundai,2008,Non spécifié,Sicap mbao,1900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/af1fa876b029c7976ef9a4f777fd0509/-/horizon-files-prod/ed/picture/qrz84gpq/1d76f5ba24c6a37c8d38e3cbe0796f0f7b58d755.jpg
Venant,Kia,2017,Automatique,Liberte 6,10300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7d5571eb8a871bdcbe8a5a3b95dbd871/-/horizon-files-prod/ed/picture/qwep5ddd/55c6b7b8fe5bb34b0484f02043d53ba43c48a34d.jpg
D'occasion,Mercedes-Benz,2020,Automatique,Almadies,29000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bf7557fb53355112b0fe7b651462f5fc/-/horizon-files-prod/ed/picture/qkr8q84w/a7444fc21e18e397caabafefff421d7cbd8a24c2.jpg
D'occasion,Renault,2018,Manuelle,Ouakam,6100000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2acacc1a5ce4ee3be2da4a66e1eb0e9b/-/horizon-files-prod/ed/picture/q8v4gxj7/54429fd9392376dd0e017608cb19e1d5618c4ec6.jpg
Venant,Mazda,2018,Automatique,Mermoz,12950000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c8efc4c6ee6d4285b5d95930ba856cc1/-/horizon-files-prod/ed/picture/qxjpe4d2/6f318980b023457c7c22b758deb3ad4c5ca21ccc.jpg
Venant,Peugeot,2019,Automatique,Plateau,12900000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/612a15f993437b990536903f44b6302d/-/horizon-files-prod/ed/picture/qv4w522j/c0110eaf117d9bac6537ff47f871323e8656d78e.jpg
Réconditionné,Peugeot,2009,Manuelle,VDN,3300000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d29a8ef47304742e3e6cc4d302dbf8f0/-/horizon-files-prod/ed/picture/qkr8v9rj/226f7ce7f63dc805e9f2d5cb8f46ab125ef7aab0.jpg
D'occasion,Kia,2016,Automatique,Gibraltar,7500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4a9616ba3a54d2ffc16801685c5afe6f/-/horizon-files-prod/ed/picture/qzvp57gq/75cd04b4516a119e2b1d5245cc00e254eff798b8.jpg
D'occasion,Hyundai,2019,Automatique,Avenue Bourguiba,10200000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/785ceeddd1cd822305856d781fa6eed7/-/horizon-files-prod/ed/picture/qngpzj99/fe32a0027bcf830f3539ad2613ed9b1e9cb69e3d.jpg
Venant,Peugeot,2016,Automatique,Almadies,11500000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/12fec1309fc3cc5ca03b0760bedecf04/-/horizon-files-prod/ed/picture/qkr8v9z2/bafb324d0b0bb26d91fe35dfdecb1768dd44e8ce.jpg
Venant,Toyota,2018,Manuelle,Biscuiterie,15000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ecf63000af4682f2f6f96f25b5d97466/-/horizon-files-prod/ed/picture/qv4w5nv2/18b32d03120bc4c5584c5671012313e7fc0a2d63.jpg
Venant,Kia,2016,Automatique,Mbao,9000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/91de7c842d13fb2d90f3deefdd92c61e/-/horizon-files-prod/ed/picture/q0g700vm/1249f76e4bfff5ae1d5861448917a3b4f5097996.jpg
Venant,Renault,2016,Automatique,Ouest foire,6000000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f94e4735a9fcb72eb23089e6b8610def/-/horizon-files-prod/ed/picture/q6xd277v/fd33d19f7cac9ee3a0b7cba1f24a4921be1f19d3.jpg
Venant,Hyundai,2018,Automatique,Ouest foire,6700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0864e9133a32862d9e4ecd9d805f934e/-/horizon-files-prod/ed/picture/q0g7xppz/729774e611967460924fa3e1df52decd5cf727b7.jpg
Venant,Renault,2015,Automatique,Ouest foire,5700000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a3a72eb9a4bd5b9852ad039049dfda4b/-/horizon-files-prod/ed/picture/q44n2jjv/5bc2e068e85df5c826a0f65c26a164520e8cfcff.jpg
Venant,Hyundai,2016,Automatique,Almadies,5850000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a980c7549a7838cee324e9a9c93b29a/-eyJvciI6OTB9/horizon-files-prod/ed/picture/qenvmd54/386ad34627577bae660907baf17a5a5eb2e6fd65.jpg
Venant,Mitsubishi,2017,Automatique,Ngor,7350000.0,https://i.roamcdn.net/hz/ed/listing-thumb-543w/87a0f89a7b1b923132285df4bc16cee8/-/horizon-files-prod/ed/picture/q8v4205p/b57399801e1a12cf5a2a1c74c9a1b3d32408bd56.jpg
